Project Name,Checkpoint Name,Created On,File Name,Lines*,Statements,Percent Comment Lines,Percent Documentation Lines,"Classes, Interfaces, Structs",Methods per Class,Calls per Method,Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
temp,Baseline,31 8 1999,CommitedStepGetter\CommitedStepGetter\HtmlReader.cs,83,49,0.0,3.6,1,4.00,5.75,8.25,36,"HtmlReader.CreateHTML(string revision,string csvFile, string templateFile,string templateheader)",2,53,4,1.90,1.25,10,6,15,15,3,0,0,0,0,0
